sentence,spoiler,page,trope
And  this form is apparently immortal.,True,TheFades,ItGotWorse
"This Is Gonna Suck ...    The finale has Paul re-open all of the Ascension points, banishing all of the Fades simultaneously.",True,TheFades,ItGotWorse
"Surely the day has to be saved, right?",True,TheFades,ItGotWorse
"Only, we then see the sky suddenly begins to turn a sickly orange, ominous thunder begins to rumble in the distance and a solar eclipse occurs...",True,TheFades,ItGotWorse
"While   John  always intended to kill all Angelics and especially  The Chosen One , he takes it to a new level with Paul after he   destroys Natalie, the only person he still geuninely loved , and vows to make him feel the same pain before killing him.",True,TheFades,ItsPersonal
"""Polus""   aka John  the Fade has quite the tragic past,   which shortly helps him gain Paul's  reluctant trust ...   However, he relishes far too much in his destruction to count as  Woobie, Destroyer of Worlds .",True,TheFades,MonsterSobStory
"When the dead ascend they explode into flocks of bright birds   including most the Reborns in Episode 6 once Paul reopens an ascension point - except John, who turns into fiery red-golden ones .",True,TheFades,RavensAndCrows
" The final shot of the series, indicating that even though Ascension has been reopened things are about to get much worse.",False,TheFades,RedSkyTakeWarning
":    When Paul realises his vision of his loved ones dead is about to happen, he immediately checks on their safety before confronting John, preventing him from harming them.",True,TheFades,SelfDefeatingProphecy
  Natalie jumps in front of John to block Paul's energy blast and is destroyed.,True,TheFades,TakingTheBullet
"In the final episode, Sarah steps in front of Paul and takes the stabbing John meant to inflict on him, to buy Paul time to reopen Ascension.",False,TheFades,TakingTheBullet
"  John  has some interesting revelations to make to Paul about how the Angelics decided to tackle the problem of ascension being ""broken"" and their subsequent treatment of the fades.",True,TheFades,VillainsNeverLie
This is exactly what I'm paying you for.,False,TheFallAndRiseOfReginaldPerrin,GiftedlyBad
"""There's no smoke without the worm turning.",False,TheFallAndRiseOfReginaldPerrin,Metaphorgotten
"One of the boss' toadies is  Mistaken for Gay  after overindulging at a party and does a desperate Not That There's Anything Wrong With That speech, going overboard with panic when he thinks his boss might be reading more into his use of the stock phrase ""Some of my best friends are ..."" than he intends.",False,TheFallAndRiseOfReginaldPerrin,NotThatTheresAnythingWrongWithThat
"Grots, run as  TakeThat  to capitalism ends up being a massive success.",False,TheFallAndRiseOfReginaldPerrin,SpringtimeForHitler
"Whenever Reggie or CJ suggests something,  Tony and David  respectively say ""Great!",False,TheFallAndRiseOfReginaldPerrin,YesMan
"In one episode, Colt uses a small catapult to jump over a fence in much the same way Lee Majors (or rather his stunt doubles) simulated bionic jumping in  The Six Million Dollar Man .",False,TheFallGuy,CallBack
"When Colt is sitting in his outdoor bathtub, someone calls him on the phone.",False,TheFallGuy,RunningGag
"Lampshaded by Lance Sweets who, after Walter spends the episode finding a bullet, notes that the murder and cover up behind the bullet and the fact that the bullet frees a man from prison after being wrongfully accused are far less interesting than the job of finding the bullet itself.",False,TheFinder,AntiClimax
Lisa plays the role of both herself   and her roommate .,True,TheFinder,ActingForTwo
"Willa, when she needs to be one.",False,TheFinder,ActionGirl
"Walter responds by giving her sugar and caffeine, saying it will help her stay awake.",False,TheFinder,AllOfThem
"Willa in the UFO episode""If they catch me they will not hold me/ I am Gypsy, I am not of their world.",False,TheFinder,BadassBoast
"Walter, as he is shown to be a good happy guy, mess with his family and he won't hesitate to snap your neck.",False,TheFinder,BewareTheNiceOnes
":  ""I'mma risk it"" by Walter, after Leo gives him legal advice or he tells himself of possible imminent danger.",False,TheFinder,CatchPhrase
She adjusts it to someone else's name once.,False,TheFinder,CatchPhrase
Once Walter starts looking for something he won't stop until he finds it.,False,TheFinder,Determinator
Leo threatens a guy that if he shoots Walter   again  he will rip off his arm and beat him to death with it.,True,TheFinder,GrievousHarmWithABody
For example whatever he found for  Barrack Obama .,True,TheFinder,NoodleIncident
Leo is known for indulging in junk when dealing with reminders of his old life.,False,TheFinder,PostStressOvereating
":  Someone calling the bar ""The End Of The World"", only for Willa to correct them that it's ""The Ends Of The Earth""  Also Leo explaining to Walter what laws he's about to break, followed by Walter saying ""I'mma risk it"" and doing whatever illegal act he was about to do anyways.",False,TheFinder,RunningGag
Leo was very close to killing the man when Walter found him and stopped him.,False,TheFinder,UndyingLoyalty
"One example would be Nicholas Pike, the  Big Bad  of the pilot episode, returning for revenge in ""Fast Forward.",False,TheFlash,ContinuityNod
"Barry has a dog, Earl.",False,TheFlash,HeroesLoveDogs
"A couple years before he'd become the voice of the Joker in  Batman: The Animated Series , he plays the similar character The Trickster.",False,TheFlash,MarkHamill
"Pollux gives up his own life to save Barry at the end of the episode, just as his mythological namesake gave up part of his own immortality to save his brother .",True,TheFlash,MeaningfulName
" Pollux does this to save Barry and Tina in ""Twin Streaks.",False,TheFlash,TakingTheBullet
The counter-culture clash makes sure  Hilarity Ensues .,False,TheFreshPrinceOfBelAir,SitCom
Someone working on the show (Will) had to be a fan to get that specific.,False,TheFreshPrinceOfBelAir,BlackAndNerdy
"Well, yes, but it applies both literally and figuratively, and, um... oh, forget it.",False,TheFreshPrinceOfBelAir,BlackComedy
Carlton ran off the house shrieking.,False,TheFreshPrinceOfBelAir,BreakingTheFourthWall
"The unbelievably stupid way Carlton acted on his own account marks even more important messages""Don't just take pills when you aren't even exactly sure what it is!",False,TheFreshPrinceOfBelAir,BrokenAesop
Both Evander Holyfield and later Ronald Reagan stop by the house due to the episode's events and personally greet her.,False,TheFreshPrinceOfBelAir,CelebrityLie
"Carlton comes in and says he's late for his date with his girlfriend who can ""tie a knot with her tongue"".",False,TheFreshPrinceOfBelAir,ColdTurkeysAreEverywhere
"  Well, he  did , but only to let Phil   Vivian know that he wasn't taking Will with him after all.",True,TheFreshPrinceOfBelAir,DaddyDidntShow
"Subverted, Will Smith plays Will Smith.",False,TheFreshPrinceOfBelAir,TheDanza
"In the end, he simply wears street clothes and says he's ""someone who doesn't want to be here.",False,TheFreshPrinceOfBelAir,ForHalloweenIAmGoingAsMyself
It was based on the real Will Smith being a surprisingly excellent student.,False,TheFreshPrinceOfBelAir,GeniusDitz
From that same conversation: Jazz:   How come you never take me out anymore?!,False,TheFreshPrinceOfBelAir,HeterosexualLifePartners
Jazz:  So who's playing the mom this season?,False,TheFreshPrinceOfBelAir,LampshadeHanging
This is because they almost never refilmed the punchline.,False,TheFreshPrinceOfBelAir,LimitedWardrobe
"Carlton was convinced that the police were only doing their job, as their behavior was generally suspicious (mainly how slow they were driving), but Will believed it was racial profiling.",False,TheFreshPrinceOfBelAir,Profiling
"The situation was also reversed once with Will, after Will showed some last minute edits to Philip's campaign commercial, Phil throws Will out of the house.",False,TheFreshPrinceOfBelAir,RunningGag
Most didn't last long as characters.,False,TheFreshPrinceOfBelAir,TokenWhite
"They all get moments that subvert it, though.",False,TheFreshPrinceOfBelAir,UpperClassTwit
"Richard Kimble (David Janssen),  an innocent man, is wrongly convicted for a murder he did not commit .",False,TheFugitive,ABC
", Gerard comes to learn how Kimble thinks and acts, and comes to realize that Kimble can be trusted to behave in certain ways.",False,TheFugitive,TheDeterminator
"On the other hand, it convinces those he helps that he's really a good guy and  they repay his kindness  by helping Kimble escape.",False,TheFugitive,InconvenientHippocraticOath
""" This stuns Kimble, because he had been arguing with his wife about a divorce because she refused to adopt.",True,TheFugitive,IronicEcho
"In ""Corner of Hell"", Kimble is befriended by a group of moonshiners, who subsequently capture Gerard and plan to lynch him after the daughter of one moonshiner is beaten unconscious and Gerard is found next to her.",True,TheFugitive,IronicEcho
"As it happens, Gerard saw another man running from the scene of the crime just as he arrived...but he can't prove it.",True,TheFugitive,IronicEcho
"Gerard doubts the existence of the One-Armed Man, believing him to be a figment of Kimble's guilty imagination.",False,TheFugitive,NotSoImaginaryFriend
"The pilot episode was novelised, much to Roy Huggins' disgust - he held the rights to all merchandising and the book had been written without his knowledge or consent.",False,TheFugitive,Novelisation
The one time she had a major role to play was in a rare two-parter where she was played by Special Guest Star Barbara Rush.,False,TheFugitive,TheOtherDarrin
"She first appears in flashback mid-Season 1, her body is seen in the opening credits of Seasons 2-4, has a voiceover in another episode, and one final flashback in the  Grand Finale , revealing the one clue that finally clears Kimble:  There was a third person in the Kimble house the night of the murder, who witnessed the One-Armed Man murder her, and kept silent solely because he didn't want to be exposed as a  Dirty Coward .",True,TheFugitive,RecurringCharacter
One episode had Gerard  surprised  by a woman who was actively trying to get Kimble captured   because she was secretly the One-Armed Man's girlfriend.,True,TheFugitive,RousseauWasRight
"In a Real-Life example, actor Barry Morse (Gerard) would tell stories about running into fans of the show who would angrily tell him to ""stop chasing that nice doctor!",True,TheFugitive,RousseauWasRight
"When it was abruptly canceled after one season, a lot of plot threads were  Left Hanging .",False,TheFugitive,LeftHanging
"A new TV version, starring Tim Daly as Kimble and Mykelti Williamson as Gerard, aired on CBS in 2000-01.",False,TheFugitive,TheRemake
"BETs reruns of The Game consistently got higher ratings than its original CW airings, and the fanbase grew exponentially during this period.",False,TheGame,DeusExMachina
"In a more  literal ,  punny  sense, the last minute of season four:   when Derwin asked Melanie if he aborted his child .",True,TheGame,DeusExMachina
"Despite Derwin denying the act,  the press and fans savaged him for his presumed actions.  ",True,TheGame,BreakTheHaughty
"Ironically enough, this happened during a post-interview game the Sabers  won , despite the team getting trounced in a  Curb-Stomp Battle  before Malik came in as the backup QB.",True,TheGame,ConvictedByPublicOpinion
"For players who act wisely on and off the field, they won't have many regrets come retirement time, but with the number of people chewed up and spit out by the perils of the professional sports life, it's the exception more than the norm.",False,TheGame,CrapsaccharineWorld
"Perhaps most noticeable with Malik's friend Terrence (or T.T) who practically never had a serious, dramatic line pre-cancellation, recieved a subplot where his girlfriend cheats on him with  Malik .",True,TheGame,DarkerAndEdgier
"One reason, among several, that the fourth season bugged fans.",False,TheGame,Flanderization
"Kelly acted vapid for her reality show and threw away all sense of dignified independence that she fought too hard for seasons earlier, daughter Brittany became much brattier than her younger self, and Malik became the resident  Jerk Sue .",False,TheGame,Flanderization
"Derwin's plot picks up from finding out about Melanie's abortion last season, Malik thinks his model girlfriend died from a drug overdose, and Jason suddenly wakes up in Mexico and finds out that he's now married.",True,TheGame,MindScrew
"Needless to say, this made many fans go ""WTF?",True,TheGame,MindScrew
Time will tell if season 5 and beyond plans to go that direction.,False,TheGame,WhatCouldHaveBeen
They get better though .,True,TheGame,WithFriendsLikeThese
"It contained a fuckload of errors (such as referring to Sydney as the capital of Australia, the home of the world's most famous athlete, and containing even more visual errors, like shots of Melbourne's Botanic Gardens, the Bank of Melbourne, and a shot of the freeway in Queensland) and was too hilarious to be anything but a failure.",False,TheGames,EpicFail
' and 'How do we deal with the media?,False,TheGames,FridgeLogic
"John Clarke and Bryan Dawe now do sketches on  The 7:30 Report , and Gina Riley went on to be Kim in  Kath and Kim .",False,TheGames,HeyItsThatGuy
"Rose again, when her teddy bear is held hostage.",True,TheGoldenGirls,BewareTheNiceOnes
"Once, when she asked for advice and Sophia turned it back into an insult, Blanche said very simply, ""I'm sorry, I thought that since you looked like Yoda you were also wise.",False,TheGoldenGirls,ButtMonkey
Not to mention Betty and Rue get to show off their dancing skills.,False,TheGoldenGirls,TheCastShowoff
"When he mentions not knowing much about women, Blanche says, ""A big strong man like you, get out of here!",False,TheGoldenGirls,CloudCuckooLand
"And Sophia once makes Dorothy talk about her gambling addiction relapse with her on the threat that, if they don't right away, they'll talk in her bedroom after Sophia eats a bowl of chili.",False,TheGoldenGirls,CoolAndUnusualPunishment
There are moments when Rose ends up having a deep level of insight on situations that nobody else can solve.,False,TheGoldenGirls,TheCuckoolanderWasRight
"In another episode, Blanche dared to attend her prom with Benjamin, despite the scorn of others.",False,TheGoldenGirls,DiscriminateAndSwitch
"The same episode involves Rose dating a dwarf, and she spends the bulk of the episode learning to accept him as he is, only to be dropped because she isn't Jewish.",False,TheGoldenGirls,DiscriminateAndSwitch
"Rose is the  Nave Everygirl , Dorothy is the tough, mannish  Deadpan Snarker , Blanche is the  promiscuous one,  and Sophia is the wise  Team Mom .",False,TheGoldenGirls,FourGirlEnsemble
"Dorothy's  Compressed Vice  in one episode, though Sophia remarks that Dorothy had been this once before as well, leading her to deep financial trouble.",False,TheGoldenGirls,TheGamblingAddict
All eyes are suddenly on Blanche.,False,TheGoldenGirls,GoodPeopleHaveGoodSex
Apparently  Jenny Lewis  was quite the evil little Sunshine Cadet...,False,TheGoldenGirls,HeyItsThatGuy
It doesn't last.,False,TheGoldenGirls,StElsewhere
"""Three...two...one..."" Stan walks back in and Dorothy shouts, ""Out, Stan!",False,TheGoldenGirls,ImprobablyPredictable
Claxton did anonymously.,False,TheGoldenGirls,JerkWithAHeartOfGold
"When she finds out who  is  in the casket, she smiles politely and gives it a good kick.",True,TheGoldenGirls,JerkWithAHeartOfGold
"Dorothy, being a substitute teacher, rather expectedly gets this treatment.",False,TheGoldenGirls,KickmePrank
"Suddenly, she hears footsteps, and they sound like they're following her.",False,TheGoldenGirls,MoodWhiplash
"It was said that she was stood up (although later Dorothy discovers that   Sophia really just sent him away for not being dressed to her liking ) but in another episode, it was said she went with Stan, even though Dorothy stated that she didn't meet Stan until a full two weeks after the senior prom.",True,TheGoldenGirls,NegativeContinuity
Why Sophia is forbidden to sit at the table when the girls have Mexican food.,False,TheGoldenGirls,NoodleIncident
"""  In an earlier Christmas episode, Blanche revealed that she had a special fixation for guys in  Santa Claus  suits.",False,TheGoldenGirls,PerverseSexualLust
"""She'll get over it.",False,TheGoldenGirls,RuleOfThree
"Sophia:  Dorothy, when you  get around my age two things happen.",False,TheGoldenGirls,RunningGag
His second appearance has him bringing his equally masculine gay fiance along.,True,TheGoldenGirls,StraightGay
Also guys the ladies take an interest in turn out to be gay a few times.,True,TheGoldenGirls,StraightGay
"And Dorothy's lesbian friend Jean  doesn't display any stereotypical behavior either , but of course,  all this was supposed to be the point .",True,TheGoldenGirls,StraightGay
Don't forget: Rose:  Now remember this would be better with a bigger TV.,False,TheGoldenGirls,TakeThat
" Played with  in a scene where Rose is talking to a pregnant neighbor girl:   Rose:  Now you come into the kitchen with me, honey, I'll get you some pickles and ice cream.",False,TheGoldenGirls,WackyCravings
"And, also much like  Glee , this gives the frequent impression that the show doesn't know if it's a parody, a deconstruction, or a reconstruction at any given time.",True,TheGoodGuys,BuddyCopShow
"Then,  Da Chief  tells them they caused over a million dollars in property damage and violated over 30 procedural rules, and  they're lucky they still have their jobs.",True,TheGoodGuys,ArsonMurderAndLifeSaving
Dan lets out  three  of these when  his trailer blows up .,True,TheGoodGuys,BigNo
"Gemini holds up his hands, then looks in the anti-theft mirror.",True,TheGoodGuys,BlatantLies
Gemini:   That's a toy gun.,True,TheGoodGuys,BlatantLies
It's an  orange gun !,True,TheGoodGuys,BlatantLies
"In comes Dan with a flashback to where he buys a brick for three bucks and a nougat bar for fifty cents, loses the two pennies somewhere along the line, and swaps the bricks.",True,TheGoodGuys,BrickJoke
"Double subverted in ""Whistle-blower"", to excellent effect.",True,TheGoodGuys,CleaningUpRomanticLooseEnds
Dan has his moments; see the quote under  A.I.,False,TheGoodGuys,CloudCuckooLander
"And then, of course, Jack just  pushes  the door open.",True,TheGoodGuys,DynamicEntry
"And, of course, any time they drive a car through a wall.",True,TheGoodGuys,DynamicEntry
But he  was  pissed.,True,TheGoodGuys,EveryCarIsAPinto
What was his  Madness Mantra  again?,True,TheGoodGuys,EveryCarIsAPinto
"Justified in one episode when Dan shoots at a van full of explosives using his  ""Sunday   Gun"" .",True,TheGoodGuys,EveryCarIsAPinto
"Ruiz can only describe as ""Alarming.",False,TheGoodGuys,FriendToAllChildren
"As with  Burn Notice , later episodes start to have more fun with them such as making them a part of the scene they show up in and interact with objects.",False,TheGoodGuys,FunWithSubtitles
He's got two kids and is a pretty nice guy who frequently tells people that he doesn't want to have to kill them.,False,TheGoodGuys,HitmanWithAHeart
"Invoked (sort of) in ""Silence of the Dan"", after Jack tells Dan    he loves him :  Dan: You realize this is Texas, right?",True,TheGoodGuys,HoYay
"Dan chews him out for it, then is asked where  his  gun is.",True,TheGoodGuys,HypocriticalHumor
It's in the car.,True,TheGoodGuys,HypocriticalHumor
"He does get dumped by Liz for lying to make himself good (and Jack look bad), though, so he doesn't go  completely  unpunished.",True,TheGoodGuys,KarmaHoudini
The surgeon is somewhat afraid to tell him that it doesn't work like that.,False,TheGoodGuys,MagicPlasticSurgery
Very accurate regarding North Texas geography and life.,False,TheGoodGuys,ShownTheirWork
 Kung-Fu Kapers  has Tim briefly make use of a French martial art called Oh-Hon-Hee-Hon that involves hitting the opponent with a baguette... it has no effect whatsoever!,False,TheGoodies,BaguetteBeatdown
"Graeme misses with a boomerang, but later when Tim has disarmed Bill with some bagpipes, it comes back and clouts Tim from behind.",False,TheGoodies,BoomerangComeback
"One amassment of slang and a song-and-dance number later, cue the tourist bureau owner saying ""You must be English touristry"".",False,TheGoodies,BonnieScotland
 (Tim becomes this on occasion),False,TheGoodies,ButtMonkey
Graeme:  They are hundreds of tiny little eyes...,False,TheGoodies,ByTheLightsOfTheirEyes
One episode had the lads placed in a native cooking-pot.,False,TheGoodies,CapturedByCannibals
"They got out of it by encouraging the natives to cook ""human clear soup"" - the point being that when cooking clear soup you remove the meat before serving.",False,TheGoodies,CapturedByCannibals
"Graeme's relationship with his computer was a  Running Gag  that popped up occasionally, starting in  Women's Lib .",False,TheGoodies,CargoShip
"Tim screams hysterically, and then wakes up in bed crying: ""Get it off me!",False,TheGoodies,CatapultNightmare
"It's filled with references to classic episodes, including Ecky Thump, Kitten Kong and even the old gag of getting on the trandem and falling over.",False,TheGoodies,ContinuityCavalcade
"Graeme:  Yeah, well, it is, a bit, but [grinning] long as nobody knows about it, eh?",False,TheGoodies,DidIJustSayThatOutLoud
"In the episode ""Culture for the Masses"" Tim buys a painting at an auction for ""one million billion quintillion zillion pounds and two and a half new pence"", which it goes without saying that he does not have.",False,TheGoodies,EleventyZillion
) You know we understand  O   We'll be there to the end  Everyone needs a friend!,False,TheGoodies,ExpositoryThemeTune
"After reattaching it, he warns Tim that the catch won't last much past midnight.",False,TheGoodies,TheGirlWhoFitsThisSlipper
"The film of a nun stripping to a frenzied cello accompaniment, but revealing a whiteface mime, is especially bizarre.",False,TheGoodies,LeFilmArtistique
Bill:   Surely  you're not resentful toward a little kindness for one of our dumb friends?,False,TheGoodies,LikeAnOldMarriedCouple
"The real Mrs Whitehouse had said how much she liked the show, and the boys  took offense .",False,TheGoodies,MediaWatchdogs
We're not dumping your...poison gas or whatever it is.,False,TheGoodies,NoPronunciationGuide
"No, they aren't wearing identical disguises   they're wearing one very large mustache and speaking all at the same time.",False,TheGoodies,PaperThinDisguise
" (When the end of the world is nigh, Tim panics, worrying about his sins and the possibility he may go to hell.",False,TheGoodies,PokeThePoodle
"They also had several that only lasted for one episode, such as Graeme always adding a deadpan 'boom' to their radio station's theme song ( It Makes Sense in Context ...ah...sort of...) in ""Radio Goodies"".",False,TheGoodies,RunningGag
"In  UF-Friend or UFO  Bill is being chased by what he thinks is an alien, but Tim won't let him in the door, so he orders Graham's robot to open it.",False,TheGoodies,ShootOutTheLock
"magazine   although it wasn't penned by them, it got their yea or nay as the 'final test' before publishing.",False,TheGoodies,SpinOff
The Goodies often used the live action version of this effect during the action scenes.,False,TheGoodies,StopMotion
 about a married couple (Tom and Barbara Good) who decide to give up the rat race and become completely self-sufficient.,False,TheGoodLife,BritCom
"At least one episode includes an example of 'Goat Cam:' ""Geraldine!",False,TheGoodLife,ArrowCam
Barbara Good's  Dimmock -like ability to grow things whilst radiating earthy sexuality.,False,TheGoodLife,EarthMother
"In the Season 2 premiere, RJ gets  Kevin's  ashes blown right into his face.",True,TheHardTimesOfRJBerger,AshesToCrashes
RJ (Archie) between Lily (Betty) and Jenny (Veronica) is a rare example of the Veronica being much more likeable than the Betty.,False,TheHardTimesOfRJBerger,BettyAndVeronica
"Now, we have Amy as Betty and Jenny as Veronica.",False,TheHardTimesOfRJBerger,BettyAndVeronica
"  At the end of the second season finale, Lily reveals that she's pregnant with RJ's baby, resulting from the first and  only  time they ever had sex together.",True,TheHardTimesOfRJBerger,CantGetAwayWithNuthin
RJ considers his penis to be this at first.,False,TheHardTimesOfRJBerger,CursedWithAwesome
It's the opening scene.,False,TheHardTimesOfRJBerger,ADateWithRosiePalms
"When Jenny and Max break up and despite the fact he had a good chance with her, RJ tells Jenny that Max didn't cheat on her rather than take advantage of the situation.",False,TheHardTimesOfRJBerger,IWantMyBelovedToBeHappy
"Miles, to tragic effect.",False,TheHardTimesOfRJBerger,SarcasmBlind
" Miles and Lily , although it was because both of them were drunk.",True,TheHardTimesOfRJBerger,SlapSlapKiss
Also counts as  Flying Under The Gaydar .,True,TheHardTimesOfRJBerger,StraightGay
The final episode to season 1 is much more dramatic compared to the previous episodes.,False,TheHardTimesOfRJBerger,SuddenDownerEnding
"The sneak preview for episode 7 of season 2 (the Weezer episode) shows  Amy kissing RJ , which is literally the last 5 seconds of the episode.",True,TheHardTimesOfRJBerger,TrailersAlwaysSpoil
"Not only does RJ tell Jenny the truth when  the coach framed him for cheating on Jenny  he saves him from being the victim of a hit from the  Gang Bangers   or so he thought , yet Max STILL acts like a  Jerkass  to him.",True,TheHardTimesOfRJBerger,UngratefulBastard
The Hogans stay with the Pooles ( Willard Scott  had a guest role as Mrs.,False,TheHoganFamily,DomCom
"A prime example is the second-season episode ""Leave it to Willie,"" which turned the standard ""happy ending"" on its head; Willie (an ardent fan of a  Leave It To Beaver -type show, where everything always works out in the end) steals his dad's car to go for a joyride with a buddy, is involved in a hit-and-run and keeps silent about the ordeal ... even when Valerie confronts David about taking the car and causing the accident.",False,TheHoganFamily,DomCom
"Or rather the waterfront, which is as close as the cheap school gets.",False,TheInbetweeners,BeachEpisode
"He climbs onto his new friend's car and jumps up and down on the bonnet, screaming like a mad man in the hope he'll change their minds.",False,TheInbetweeners,BerserkButton
While wearing a massive glove and a  snorkel .,False,TheInbetweeners,CaughtWithYourPantsDown
Simon has one at the end of series three when   Jay and Neil let his car roll into a lake.,False,TheInbetweeners,CharacterFilibuster
"This means that, if they had left college/sixth form and gone straight to University, they would have graduated from that three years ago.",False,TheInbetweeners,DawsonCasting
"There's also Simon's brother in Series 3,  who has quite visibly aged.",False,TheInbetweeners,DawsonCasting
Gilbert also counts.,False,TheInbetweeners,DeadpanSnarker
"Will manages this with an  angry rant ; while he started out more or less in the right about the  Girl of the Week 's overreaction to his fairly gentle rebuff, his righteous indignation leads him to outright verbally abusing her in front of a room full of people, and continuing to play the victim even after he finds out  her dad had just died .",True,TheInbetweeners,DiggingYourselfDeeper
It's even implied he fingered Charlotte and by the finale is the only one to have lost his virginity .,True,TheInbetweeners,DontThinkFeel
The moment where the rest of the gang show up to comfort Will after he loses Charlotte also counts.,False,TheInbetweeners,FriendshipMoment
Rudge Park Comprehensive is  a pretty accurate depiction of one.,False,TheInbetweeners,TheGoodOldBritishComp
"And again in the movie when he hooks up with Jane, despite initially being embarrassed to be seen with a  BBW .",True,TheInbetweeners,HiddenDepths
"Once he lies down on his bed, he bursts out crying.",True,TheInbetweeners,MoodWhiplash
"To make matters worse, all he wanted to do was get it out of the way for a bit so he could have some...  time to himself.",False,TheInbetweeners,MyGodWhatHaveIDone
"Except for Neil, who  manages to get laid by the end of the series without really trying.",True,TheInbetweeners,SexAsRite-of-passage
*thumbs up*,False,TheInbetweeners,SheIsNotMyGirlfriend
"Jay gets a  handjob ""outside the trousers""  in the series 1 finale (Though he may be lying about it.",False,TheInbetweeners,TechnicalVirgin
The ending of  The Movie  where all of the lads end up with a girl.,True,TheInbetweeners,ThrowTheDogABone
Used on Will after he brings up Jay's girlfriend making him cry after too many insults.,False,TheInbetweeners,WhatTheHellHero
"Richard, who is trying to act like a sociable person, but fails miserably due to coming across as an overexcited drug addict.",False,TheInbetweeners,AspergerSyndrome
These events are played as being funny...  James.,True,TheInbetweeners,JerkAss
Being a sort of composite of every rom-com villain in history this isn't all that surprising.,True,TheInbetweeners,JerkAss
"The list of charges against Todd read out at the beginning of each episode are all pretty terrible, but the one from episode 5 invokes this trope: Judge:  The charges include: anti-social behaviour, disruption of national solemnity, money laundering, lewd sexist behaviour, failure to pay for a cranberry juice?",False,TheIncreasinglyPoorDecisionsOfToddMargaret,ArsonMurderAndJaywalking
" It is eventually revealed that Dave's nervous butler, played by Jon Hamm, is actually the man himself, cowed into working for Dave through his money and influence .",True,TheIncreasinglyPoorDecisionsOfToddMargaret,AsHimself
His vast ignorance of British culture is the main source of the show's comedy.,False,TheIncreasinglyPoorDecisionsOfToddMargaret,CriticalResearchFailure
"Todd Margaret flies halfway round the world to sell energy drinks without a second's consideration, and is on the defensive from the minute his plane lands in England.",False,TheIncreasinglyPoorDecisionsOfToddMargaret,ExactlyWhatItSaysOnTheTin
"In the second season, each episode begins with Todd in North Korea, apparently about to push a  nuclear button  at gunpoint.",False,TheIncreasinglyPoorDecisionsOfToddMargaret,HowWeGotHere
"In the finale, Alice is blown up by the Turks' truck thanks to Todd.",True,TheIncreasinglyPoorDecisionsOfToddMargaret,KilledOffForReal
Todd does this in the finale to the Turks.,True,TheIncreasinglyPoorDecisionsOfToddMargaret,NukeEm
The series was followed by three  Made For TV Movies .,False,TheIncredibleHulk,YouWouldntLikeMeWhenImAngry
""" Though there is some fairly significant plot development McGee learns that the Hulk transforms into a normal man (though one whose identity he doesn't yet know) .",True,TheIncredibleHulk,ClipShow
"Presumably, the only reason he even uses it is because the paper Jack McGee works for has more or less  popularized  the name.",False,TheIncredibleHulk,ComicBookMoviesDontUseCodenames
"While not as dramatic in as the original comic, the Hulk can recover from nearly any injury and with incredible speed.",False,TheIncredibleHulk,HealingFactor
This is most obvious in the episode where Banner was paralyzed and then transforms; you see the Hulk flop around unable to understand why he can't stand while his healing power obviously goes into overdrive repairing his severed spine to enable the Hulk to walk within seconds.,False,TheIncredibleHulk,HealingFactor
Apparently dying didn't exactly  cure  him.,False,TheIncredibleHulk,HealingFactor
"While the idea of  disguised invaders  was already an old one, The Invaders may have been the first American show to present the matter seriously, as opposed to the more goofy previous SF movies and TV shows.",False,TheInvaders,TheInvaders.html
Good writing and serious acting made it effective  Paranoia Fuel  and the show holds up well even today.,False,TheInvaders,TheInvaders.html
As noted above for the series title.,False,TheInvaders,NamesTheSame
It all started that way...,False,TheInvaders,WrongTurnAtAlbuquerque
"Thing is, he was completely conscious the entire time, but no one knew that.",False,TheInvisibleMan,AndIMustScream
Several of Augustin Geither's experiments in creating an invisible man resulted in several people who lost most or all of their senses  including Geither himself .,True,TheInvisibleMan,AndIMustScream
"When the Agency   fakes Bobby's death , the Keeper isn't told so that her grief at the funeral looks real.",True,TheInvisibleMan,EnforcedMethodActing
"Their real names are  Charles Borden  and  Claire  Keepley , respectively.",True,TheInvisibleMan,EveryoneCallsHimBarkeep
"That was probably not The Official's ""real"" name, however.",False,TheInvisibleMan,EveryoneCallsHimBarkeep
"Later on in the season, after she'd used that surname repeatedly, Darien still asked what her real last name was, and she wouldn't answer, insisting that her job required some degree of anonymity.",False,TheInvisibleMan,EveryoneCallsHimBarkeep
"After Darien learns   the Official ordered Claire to keep the cure for Quicksilver Madness from him to keep him in the Agency, he says he  would  have stayed without a second thought, but walks out on account of the betrayal.",True,TheInvisibleMan,IChooseToStay
He ultimately returns ; see  I Just Want to Be Special  below.,True,TheInvisibleMan,IChooseToStay
"Becomes a rather lower priority in the finale, when Claire devises a permanent cure to Quicksilver Madness.",False,TheInvisibleMan,IJustWantToBeNormal
"Having had a lot of  Character Development  by the time he   leaves the Agency on account of the Official's poor judgment,  Darien finds that having   consequence-free  invisibility as well as a new appreciation for being one of the good guys makes his old gig of professional thievery unsatisfying.",True,TheInvisibleMan,IJustWantToBeSpecial
"However, this was more due to inexperience in controlling his adrenalin levels, which is rectified by Kevin teaching him yoga.",False,TheInvisibleMan,PowerIncontinence
